 دل نے کمزوری دکھا دی۔
جیسے میرے بچے چاہتے ہیں۔
جیسے وہ بیان کرتے ہیں۔
چار پاکستانی کہیں اکٹھے ہوں تو تنظیم بنا لیتے ہیں۔
چاہے کچھ بھی سہنا پڑے۔
چند ایک یقینا ایسے ہوں۔
چند جملوں میں کہہ دیا۔
چند دلکش چہرے بھی تھے۔
چہر ہ مسخ ہونے میں۔
چھوڑیں ان باتوں کو۔
چوتھا نظریہ "سماجی اسلام" ہے۔
چیف جسٹس نے کہا: نہیں۔
چین کو اگر دلچسپی ہے۔
چینیوں کا یہ نعرہ تھا۔
حال ماضی سے الگ ہے۔
حالات کو روکا ہوا ہے۔
حالات یہاں تک کیسے پہنچے؟
حالانکہ ایسا کچھ نہ تھا۔
حسین کا نام باقی ہے۔
حقائق اس کے برعکس ہیں۔
حقیقت اس کے برعکس ہے۔
حقیقت بیان نہ کر سکے۔
حقیقت کہیں وسط میں ہے۔
حقیقی مسائل سے گریز ہوتا ہے۔
حکمران عدل کرنے والے ہوں۔
حکمران کون ہو تا ہے؟
حکومت کن ہاتھوں میں ہے؟
حکومت کی آمدن بڑھے گی۔
حکومت کی جیب خالی ہے۔
حکومت کیا کر سکتی ہے؟
حکومتیں شہروں کی ہوتی ہیں۔
حکومتیں کام کر رہی ہیں۔
حل تو نکالنا پڑے گا۔
حمزہ شہباز انگلی ہلائے گا۔
حملہ تو چلو ہو گیا۔
حوثیوں کے پاس کیا ہے؟
خارجہ امور کیسے طے ہوں۔
خارجہ پالیسی کون چلارہا ہے؟
خاموش ہو جائیں گے۔
خان صاحب کہانی نگار ہیں۔
خاندان کا ادارہ فطری ہے۔
خبر ابھی تک نکلی نہیں۔
خبر ہلا دینے والی تھی۔
خدا نہ کرے کہ ایسا ہو۔
خراب موسم ہمیشہ نہیں رہتا۔
خرابی کہاں سے شروع ہوئی؟
خواجہ صاحب کی رسوائی ہوئی۔
خوب انجوائے کر رہے تھے۔
خود ہی فیصلہ کریں گے۔
خیبر پختونخوا بارہ فیصد ہے۔
خیر ایسا ہونا ہی تھا۔
خیر یہ اور بحث ہے۔
خیر، دید آید درست آید۔
دانہ تو ایک ہی ہے۔
دائرے کا سفر کب تک؟
درستی کا یہ عالم ہے۔
درمیانی عمر بھی گزر چکی۔
دس لاکھ کہنا آسان ہے۔
دعا اصلا ایک انفرادی عمل ہے۔
دعوے اگر الہامی نہ ہوں۔
دکاندار طبقات نے بغلیں بجائیں۔
دل افسردہ پڑ جاتا ہے۔
دل دہل جاتا ہے۔
دل میں احساس پھوٹتا ہے۔
دنیا کا راز کیا ہے؟
دنیا کہاں پہنچ گئی ہے۔
دہشت اس کا حاصل ہے۔
دہشت گردوں کے ٹھکانے بنے۔
دھرنے سے کیا نکلتا ہے۔
دھڑے کی سیاست غالب ہے۔
دو الزامات سنگین تر ہیں۔
دو باتیں البتہ واضح ہیں۔
دو تین باتیں سمجھنا ضروری ہیں۔
دو تین بڑے مسائل ہیں۔
دو نمبری کا مسئلہ ہے۔
دو ہی باتیں ہوسکتی ہیں۔
دور جمہوریت انکے بعد آیا۔
دوست اجنبی بن گئے ہیں۔
دوسرا سبب سیاسی استحکام تھا۔
دوسرا سماجی ادارہ خانقاہ تھا۔
دوسرا طریقہ سماجی تطہیر ہے۔
دوسرا فریق کون ہے؟
دوسرا مرحلہ انتخاب کا تھا۔
دوسرا مسئلہ خلط مبحث ہے۔
دوسرے اُس کے حریف ہیں۔
دوسرے بھی ایسے ہی ہیں۔
دوسری اہم وجہ افغانستان ہے۔
دونوں چیزیں ناپید تھیں۔
دونوں کا ناگزیر نتیجہ ایثار ہے۔
دونوں کی اپنی جگہیں ہیں۔
دونوں کی ایک قیمت ہے۔
دیر تو ہو جاتی ہے۔
دیگر اصول بھی وہی ہیں۔
دیگر ممالک میں ایسا نہیں۔
دین اگر سوز دل ہے۔
دین کا کوئی جیّد عالم؟
دین کی ایک تعبیر ہے۔
ڈاکٹر فاروق خان یاد ہیں؟
ڈکٹیشن نہیں لوں گا۔
ڈونلڈ ٹرمپ کو دیکھ لیجیے۔
ذات مری، عشق صفت ہے۔
ذرا غور کیجیے، دس فیصد۔
ذوق ، جنسِ بازار تو ہے۔
ذوق کس نے پست کیا؟
رات کے پہر گزرتے گئے۔
رسم تو بہرحال نبھانی ہے۔
رقیبوں نے رپٹ لکھائی ہے۔
رنگ برنگے سٹال آباد تھے۔
روحانیت اسی کا نام تھا۔
روحانیت کیوں حاصل کی جائے؟
روکنے والا کوئی نہیں تھا۔
رومان کا مقدر یہی ہے۔
ریاست ایک جدید ادارہ ہے۔
ریاست حمایت پر مجبور ہے۔
ریلوے تقابلی اعتبار سے بہتر ہے۔
زرداری نے کم مال بنایا؟
زلزلے آتے رہیں گے۔
زمین کون سی ہل گئی۔
زندگی آگے کیسے بڑھتی ہے؟
زندگی بھی تو پشیماں ہے۔
زندگی حادثات سے عبارت ہے۔
زندگی سے اور کیا چاہیے۔
زندگی مسلسل حرکت میں ہے۔
زندگی مفلوج ہو جاتی ہے۔
زندگی ہم پہ بیٹھے ہیں۔
زیادہ کچھ کر نہیں سکتے۔
ساتھ ہی ایک ڈسپنسری ہے۔
سادہ سی دو باتیں ہیں۔
ساری جھاگ بیٹھ چکی ہے۔
ساری چیزیں ایجاد ہوئی ہیں۔
سامان آیا اور نکلا دو نمبر۔
سامنے دیکھ رہے ہوتے ہیں۔
سانس کا رکنا موت ہے۔
سب اپنے دکھائی دیتے تھے۔
سب ایسا ہی کرتے ہیں۔
سب پر ہیجان طاری ہے۔
سب سے مظلوم اسلام ہے۔
سب کچھ ہوا میں ہے۔
سب کو یہی کرنا چاہیے۔
سب لوگ جہاں دیدہ ہیں۔
سب نے ایسا ہی کیا۔
سب ہیجان میں مبتلا ہیں۔
سب وقت گزارنا چاہتے ہیں۔
سٹیج پہ اور اداکار آئیں۔
سر افگندہ یا سر بکف؟
سردی موخر ہو رہی تھی۔
سروے چھوڑیں ریفرنڈم کروا لیں۔
سزا اورعدالتوں کا سامنا کریں۔
سعد رفیق بطور وزیرِ ریلوے آتے ہیں۔
سعد رفیق سیاسی کارکن ہیں۔
سفر بہت آرام دہ رہا۔
سلطنت بھی ایک نہ رہی۔
سماج ایک مستقل اکائی ہے۔
سماج کی روایات برباد ہوئیں۔
سماجی دباؤ اسی کا نام ہے۔
سمگلنگ اس کے علاوہ ہے۔
سنجیدہ بات بھی کرتے ہیں۔
سندھ میں پیپلز پارٹی ناگزیر ہے۔
سندھ میں تو لگتا ہے۔
سو دیکھیں کیا ہوتا ہے۔
سوال دو ہی اہم ہیں۔
سوال کچھ اور بھی ہیں۔
سوال لیکن ترجیح کا ہے۔
سوال ہی پیدا نہیں ہوتا۔
سوالات اور بھی بہت ہیں۔
سوانح عمری کو ضرور پڑھنا چاہیے۔
سوشلزم ایک رومانوی تصور ہے۔
سوئی ایک جگہ پھنسی ہے۔
سیاست اسی کا نام ہے۔
سیاست اقتدار کا کھیل ہے۔
سیاست امکانات کا کھیل ہے۔
سیاست ایک پیچیدہ عمل ہے۔
سیاست ایک جاری عمل ہے۔
سیاست بڑی عجیب چیز ہے۔
سیاست دان تو جیسے ہیں۔
سیاست کل وقتی کام ہے۔
سیاست کھیل ہی ایسا ہے۔
سیاست میں جو کچھ تھے۔
سیاسی اتحاد اگر ناگزیر ہے۔
سیاسی عدم استحکام رہے گا۔
شاپروں کا یہ حال ہے۔
شاعری ہمارا مضبوط نکتہ ہے۔
شاہ صاحب اور نظریاتی سیاست؟
شاید انہیں فرصت نہیں ملی۔
شاید حالات زیادہ بدتر ہیں۔
شفافیت میں اضافہ ہوا ہے۔
شکم کے مطالبات سخت ہیں۔
شہباز شریف سیاست دان ہیں۔
شہباز شریف کے پاس ہے۔
شہر کے لوگ توظالم ہونگے۔
شہسواروں کے پاس لگتا ہے۔
شوال میں داخل ہوتے ہیں۔
شواہد پریشان کن ضرور ہیں۔
شیخ مجیب الرحمن ہدف تھا۔
شیعوں کے اپنے مفادات تھے۔
صبح کے سات بجتے تھے۔
صحت پاکستان کی ترجیح نہیں۔
صحت جرم سے کوئی انکار نہیں۔
صدر بش بھی مسیحی تھے۔
صرف اچھی نہیں ناگزیر ہے۔
صرف اکڑ خان نہیں تھے۔
صرف انہیں سبق سکھانا تھا۔
صرف پنجاب میں ایسا نہیں۔
صرف صدر ممنون حسین تھے۔
صرف کینسر ہی کے لاکھوں مریض ہیں۔
صفائی کا معقول انتظام تھا۔
ضیاالحق مر حوم ممکن ہے۔
طاقت کے جتنے مراکز ہیں۔
طاقتور تو ہوتی ہی ہیں۔
طرز حفیظ خان کی ہے۔
طویل انتظار کب ختم ہوگا؟
ظاہرہے وہ سب پنجابی تھے۔
ظفراللہ جمالی یاد آتے ہیں۔
عام آدمی دیوتا ہوتا ہے۔
عباسیوں کا اقتدار استبدادی تھا۔
عجب سی کہولت طاری تھی۔
عجیب زعم میں مبتلا ہیں۔
عدالتوں میں فیصلے ہوتے ہیں۔
عدالتی فیصلہ واقعی کمزور تھا۔
عدالتیں بھی آزاد نہیں تھیں۔
عدلیہ بھی موضوع بنے گی۔
عدلیہ سے بھی معاملہ تھا۔
عراق پہ حملہ ہوتا ہے۔
عقل دنگ رہ جاتی ہے۔
عقل کی بات کیا ہے؟
عمر کا تقاضا بتاتی ہیں۔
عمر ہ نفلی عبادت ہے۔
عمران اب کیا کریں گے؟
عمران کی سیاست سامنے ہے۔
عملی طور پر کیا ہوا؟
عوام امنڈ آتے ہیں۔
عوام کا بھلا ہو گا۔
عوامی امنگیں کچلی جاتی رہیں۔
غارت میں پڑی ہوئی ہے۔
غزوہ بدر عام جنگ تھی۔
غصہ دونوں کی نفی ہے۔
غلطیاں قیادت سے ہوتی ہیں۔
غور کرنے کا مقام ہے۔
فتح اللہ گولن کون ہیں؟
فراموشی کا یہ عالم کیوں؟
فرانسیسیوں کا مشہور مقولہ ہے۔
فرق البتہ بہت گہرا تھا۔
فرق نمایاں ہونا چاہیے۔
فرقہ واریت کی نئی دستک؟
فضول بحثوں میں پڑے رہتے ہیں۔
فقط وقت کی بات ہے۔
فقہ میں دونوں حنفی ہیں۔
فوٹو البتہ کمال کی تھی۔
فوج ایک ریاستی ادارہ ہے۔
فوج کا ساتھ دینا چاہیے؟
فوج کسی کا متبادل ہے؟
فوج نے بہت غلطیاں کیں۔
فوج ہمارا اپنا ادارہ ہے۔
فیصلہ اب ہمارے سامنے ہے۔
فیصلہ ساز اگر چاہیں گے۔
فیصلہ کون نہیں مانے گا؟
فیض صاحب پابند سلاسل رہے۔
قانون بلا شبہ اہم ہے۔
قانون پہلے سے موجود تھا۔
قانون جب منصب دیتا ہے۔
قائداعظم کو اس کا اندازہ تھا۔
قبیلے کی عصبیت برقرار ہے۔
قدرت جب محاسبہ کرے گی۔
قدرت کا بھی نظام دیکھیے۔
قرارداد مقاصد پر اعتراضات کیوں؟
قراردادمیں دو باتیں کی گئی ہیں۔
قرآن مجید کی کوئی آیت؟
قلم کے بھی دھنی تھے۔
قوم کا کیا بنے گا؟
قوم کا کیا حال ہے۔
قوم کو دو فیصلے کرنے ہیں۔
قوم کے گناہ تو ہوں۔
قوم میں تو خوبیاں ہوں۔
کا انحصار اسی پر ہے۔
کارڈ کھیل دیا۔
کاروبار مملکت کیسے چلے گا؟
کالم بھی مکمل کرنا ہے۔
کامیاب بھی ہو سکتے ہیں۔
کبھی اِدھر اُدھر نہیں بھٹکے۔
کبھی ایسا ہو تا تھا۔
کبھی میں پر امید تھا۔
کبھی یہاں جا رہے ہیں۔
کتاب ختم ہونے کو ہے۔
کتاب کا عنوان ممکن ہے۔
کتابیں جمع ہو جاتی ہیں۔
کتابیں وہ پڑھتا تو تھا۔
کتنے پانی میں ہیں۔
کتنے لوگ پنجاب میں ہوں۔
کتنی چیزوں سے بچ نکلے۔
کتنی غیر ملکی جائیدادیں ہیں۔
کچرا صاف ہو رہا ہے۔
کچرا ہم اٹھا نہیں سکتے۔
کچھ اپنی سبزی اگائی جائے۔
کچھ بات کرنا پڑے گی۔
کچھ بھی ہو سکتا ہے۔
کچھ تصحیح کی ضرورت ہے۔
کچھ درختوں کو نقصان پہنچا۔
کچھ سختیاں تو معروضی ہیں۔
کچھ سوالات اور بھی ہیں۔
کچھ عوام کی کوشش تھی۔
کچھ قدم لڑکھڑا رہے ہوں۔
کچھ کرتوتوں کی مار ہے۔
کچھ کرنے سے قاصر تھے۔
کچھ کے چیک بندھے ہیں۔
کچھ وقت تو لگے گا۔
کراچی کا معاملہ مختلف ہے۔
کراچی میں امن آیا ہے۔
کرپشن، نااہلی اور عدم استحکام؟
کردار بھی نئے ہوں۔
کرکٹ ٹیم سے مایوسی کیوں؟
کرکٹ سے پھر مایوسی کیسی؟
کرنے کو بہت کچھ ہے۔
کس عزم کا اظہار ہوا؟
کس نے ایسا کرنا تھا؟
کسی انہونی سے کم نہیں۔
کسی اور جماعت میں نہیں۔
کسی بے کس کا علاج؟
کسی کو معلوم نہیں ہوتا۔
کسی کے خلاف مقدمہ چلا؟
کشکول اٹھائے پھر رہے ہیں۔
کل اسلام آباد جانا ہے۔
کلاسیکی ڈانس کہاں دیکھا جائے؟
کلیدی حیثیت اوروں کی ہے۔
کمیونزم کی اصل یہی ہے۔
کہاں اور کس کی لبرٹی؟
کہانی بھی تقریبا وہی ہے۔
کہیں ذات برادری مضبوط ہے۔
کہیں فضول کام ہوتے ہیں۔
کھاتے آج کے نہیں ہیں۔
کھانے سے فارغ ہوتے ہیں۔
کھلی بات کر نہیں سکتے۔
کھیل ابھی شروع ہوا ہے۔
کون اس کے پیچھے تھا؟
کون ان سے مرعوب ہوگا۔
کون بے حس ہو گا۔
کون کس کا محتسب ہے؟
کوئی الٹ پلٹ نہیں ہوئی۔
کوئی پوچھنے والا نہ تھا۔
کوئی جانی نقصان نہیں ہوا۔
کوئی چیز خطرے میں نہیں۔
کوئی خدا کو مانتا ہے۔
کوئی فالتو لفظ نہیں ملتا۔
کوئی لیڈر دائمی نہیں رہتا۔
کوئی مذمت بھی کرتا ہے۔
کوئی نکتہ دہرایا نہیں گیا۔
کوئی ہے جو اسے پہچانے؟
کوئی ہے جو غور کرے؟
کوئی ہے جو کان لگائے؟
کوئی وطن میں مست ہے۔
کے نعرے لگا رہی ہے۔
کی دلیل فراہم کرسکتا ہے۔
کیا اب سردیاں اتریں گی۔
کیا اس بار بھی یہی ہوگا؟
کیا اس کی ضرورت ہے؟
کیا اس کی ضروریات نہیں؟
کیا آج ایسا ہی ہے؟
کیا بھارت میں امن ہے؟
کیا بھارت میں نہیں ہیں؟
کیا بیکار کی بات ہے۔
کیا پاکستان میں امن ہے؟
کیا تقوی یہی کچھ ہے؟
کیا جنگ کوئی آپشن ہے؟
کیا حقیقتیں بدل جاتی ہیں؟
کیا حکمران ناقابل تسخیر ہوچکے؟
کیا دین دار لوگ ہیں۔
کیا سجایا ہوا ریڑھا تھا۔
کیا صرف کابینہ ریاست ہے؟
کیا عرب عربی نہیں جانتے؟
کیا عقلا یہ ممکن ہے؟
کیا کمال کے افسر تھے۔
کیا معاملہ حل ہو گیا؟
کیا معاملہ سنبھل جائے گا؟
کیا معلوم یہ کون ہو؟
کیا وہ لمحہ آ پہنچا؟
کیا یہ ادارے فعال ہیں؟
کیا یہ امریکی ایجنٹ ہیں؟
کیا یہ امریکی سازش ہے؟
کیا یہ بنیاد میسر ہے؟
کیا یہ حل ممکن ہے؟
کیا یہ دعوی غلط ہے؟
کیا یہ مجرمانہ خواہشات ہیں؟
کیا یہ ممکن ہو گا؟
کیا یہاں امریکی رہتے ہیں؟
کیاترکی مسلمان ملک نہیں ہے؟
"کیسا زندگی سے بھرپور ہے۔
پاکستان ایک ایٹمی قوت ہے۔
واہ کیا اچھا تجزیہ ہے۔
کیا وزیر اعظم استعفی دیں؟
دوسرا عامل فرقہ واریت ہے۔
نوشتہ دیوار کسے کہتے ہیں؟
تیسرا راستہ یہاں نہیں ہے۔
دھرنے کا معاملہ دوسرا ہے۔
شکایت نفرت کو ابھارتی ہے۔
جیسے وراثت سونپی جاتی ہے۔
پھر عدالتیں بھی آزاد ہیں۔
ایک وہ معاصر تعبیرات ہیں۔
مدارس اور دین مترادف ہیں۔
کیا عوامی شعور بیدار ہوا؟
تذبذب فوجی قیادت میں تھا۔
اختلاف اس باب میںنہیں ہے۔
اپوزیشن سے محاذ آرائی ہے۔
کیا افغانستان میں امن ہے؟
جوایک بیانیے پر مشتمل ہے۔
کا زیادہ احساس دلائیں گی۔
لوگوں سے دلیل مانگتے تھے۔
یہ دونوں الزامات ممکن ہے۔
کیونکہ قرآن مجید کہتا ہے۔
سماجی انصاف کیسے ممکن ہے؟
القاعدہ کا ایجنڈا تو تھا۔
چیف ایگزیکٹو یا ایک فدوی؟
بھٹو صاحب ریاضت کرتے تھے۔
یہ کیسا نفسیاتی بحران ہے؟
اپنے قصیدے پڑھنا آسان ہے۔
یہاں دیوتا پائے جاتے ہیں۔
صحافت تاریخ نگاری بھی ہے۔
عمران خان انتہا کردیں گے۔
انسان مگر آسانی چاہتا ہے۔
لوگوں کو ذہنی سکون چاہیے۔
تصوف ہمارے نزدیک یہ ہے۔
تاریخ ساز لوگ کم ہوتے ہیں۔
جمہوریت ذمہ دار میڈیا ہے۔
انذار ایک دینی اصطلاح ہے۔
یہ بنی اسماعیل کون ہیں؟
مسئلہ اداروں کی تطہیر ہے۔
اپنی کیفیت کو دیکھتا ہوں۔
یہ جمہوری طرز حکمرانی ہے۔
ہمارے درمیان وحدت فکر ہے۔
وہاں جذبات کی حکمرانی ہے۔
اورساتھ ہی اگتے جاتے ہیں؟
اصلاح پسندی یا فرقہ پرستی؟
میں اپنی تجویز دہراتا ہوں۔
دھرنا ایک مختلف معاملہ ہے۔
یہ مناظرہ نہیں، مکالمہ ہے۔
ایک پسندیدہ متبادل فوج ہے۔
سیاست دان متنازعہ ہوتا ہے۔
یہ سفارش ان دنوں زیربحث ہے۔
جواز بھی مذہبی ہونا چاہیے۔
عبادت گاہیں غیر محفوظ ہیں۔
خلق خدا تڑپتی اور سسکتی ہے۔
سیاسی مخالفین پر اتنا غصہ؟
تفریح یقینا میری ضرورت ہے۔
جماعت اسلامی کا استثنا ہے۔
عوام نوازشریف کے ساتھ ہیں۔
انہیں سیاسی عصبیت حاصل ہے۔
موجود سڑکیں کیوں خراب ہیں؟
حکومت کی پیچیدگی دوسری ہے۔
حکومت ٹیکس کیوں مانگتی ہے۔
اسی کا نام گلوبلائزیشن ہے۔
معیشت قدرے مستحکم ہوئی ہے۔
وہ مقبول عوامی راہنما ہیں۔
انتہاپسندی اسی کا مظہر ہے۔
اقتدار کی سیاست پیچیدہ ہے۔
جمہوریت ایک سماجی رویہ ہے۔
وہ پاپولزم"" کا نتیجہ ہیں۔"
کینیا کوئی مثالی ملک نہیں۔
کیونکہ ایسا کرنا آسان ہے۔
کیونکہ پوچھنے والا کوئی نہیں۔
کیونکہ حکومت خود ملوث تھی۔
کیونکہ کچھ کر نہیں سکتے۔
کیونکہ موٹروے بند تھی۔
کئی توگرین بیلٹ پر ہیں۔
کئی ریکارڈنگز 1930-35ء کی ہیں۔
گریس موگابے خوش شکل تھیں۔
گمان تو پھرگمان ہوتا ہے۔
گو ہلکے پھلکے انداز میں۔
گویا حکومت کا کام ہے۔
لاہور کے مسائل کیا ہیں۔
لاہور میں فلمیں بنتی تھیں۔
لاؤڈسپیکر اور مخصوص تنگ نظری۔
لبرل ازم رویہ بھی ہے۔
لندن، پیرس وغیرہ کو چھوڑئیے۔
لہذا کچھ سبق سیکھنے چاہئیں۔
لہذا وہی پارسائی کا واویلا۔
لہریں ساحل کی طرف بڑھتی ہیں۔
لوٹ کے آنے والی نہیں۔
لوگ ہجرت کیوں کرتے ہیں؟
لوگوں کو حیرت ہوتی ہے۔
لیڈر صرف حکمران نہیں ہوتا۔
لیڈر عصبیت سے بنتا ہے۔
لیڈران آتے اور جاتے تھے۔
لیکن اس کا فائدہ کیا؟
لیکن اسلوب سے پہنتے تھے۔
لیکن اگر گزارہ کرنا ہے۔
لیکن انہونی جو ہونی تھی۔
لیکن انہونی نے ہونا تھا۔
لیکن ایسا کبھی نہیں ہوتا۔
لیکن ایسا کچھ نہیں ہوا۔
لیکن ایسا کرنا آسان نہیں۔
لیکن ایسا نہ کیا گیا۔
لیکن ایسا نہ ہوا۔
لیکن ایسا نہیں ہوا۔
لیکن ایسا ہرگز نہیں ہے۔
لیکن ایک بات واضح ہے۔
لیکن آگے کیا ہونا ہے۔
لیکن آیا کہاں سے؟
لیکن بات مزاج کی ہے۔
لیکن بس ٹھاٹ ہی ہے۔
لیکن بنیادی سوال وہی ہے۔
لیکن پردہ نہ ہٹایا گیا۔
لیکن پھر فوری الیکشن ہوں۔
لیکن پھر کیا ہو گا؟
لیکن جب ایکشن لینا تھا۔
لیکن جلسہ کرنے کہاں گئیں؟
لیکن جو کمال کرتے ہیں۔
لیکن جیسا ہم جانتے ہیں۔
لیکن کرنے کو کچھ نہیں۔
لیکن کیا جامع انداز تھا۔
لیکن لینا دینا کچھ نہیں۔
لیکن مایوس نہیں ہونا چاہیے۔
لیکن میں شکر گزار ہوں۔
لیکن ہم جو ہیں۔
لیکن وہ تقاضے کیا ہیں۔
لیکن یہ الگ موضوع ہے۔
لیکن یہ بھی حقیقت ہے۔
لیکن یہ تلخ باتیں ہیں۔
لیکن یہ تو شروعات ہے۔
لیکن یہ سب باتیں ہیں۔
لیکن یہ نئی صورتحال ہے۔
لیکن یہ ہو تا ہے۔
لیلی خالد بھی مسیحی تھی۔
ماضی میں یہ بادشاہ تھے۔
مبالغہ شاعری کا وصف ہے۔
متبادل کہاں سے آئے گا؟
متفرق نظام تعلیم ختم ہو۔
مجھے اس میں شبہ ہے۔
مجھے حیرت ہو تی ہے۔
محافظ دائیں بائیں ہوتے ہیں۔
محبت جب بوئی جاتی ہے۔
محض الزام کی بنیاد پر؟
مدرسہ تعلیم کے لیے تھا۔
مذہب اس وقت بھی تھا۔
مذہب آئیڈیل کی تلاش ہے۔
مذہب عصبیت نہیں، ہدایت ہے۔
مذہب کا جوہر کیا ہے؟
مرہٹے مضبوط ہو چکے تھے۔
مریم اب میدان میں ہیں۔
مزید بتوں نے گرنا ہے۔
مزید بھی رہ سکتے ہیں۔
مسائل کی ایک سطح ہے۔
مسلم معاشرہ کسے کہتے ہیں؟
مسلمان ایسے ہی ہوتے ہیں۔
مسلمان ایک اسم صفت ہے۔
مسئلہ اب عدالت میں ہے۔
مسئلہ وہی گورننس کا ہے۔
مسئلے کی جڑ کہاں ہے؟
مشرف کور کمانڈر منگلا تھے۔
مشرق سبز ہے
مشرق سرخ ہے
مشکل فیصلے اگر لیے ہیں۔
معاشرہ بری طرح منقسم ہے۔
معاشرہ منصفانہ نہ بن سکا۔
معاشی ترقی وہیں ممکن ہے۔
معاشی حالات بھی اچھے نہیں۔
معاشی حالات تو خراب تھے۔
معاملات مزید پیچیدہ ہوتے ہیں۔
معجزہ جو رونما ہونا تھا۔
معجزوں پہ سیاست نہیں ہوتی۔
معلوم نہیں کس حیثیت میں؟
معیشت برباد ہو تی ہے۔
معیشت نے مزید سکڑنا ہے۔
مغرب میں یہی ہوا ہے۔
مفہوم بہرحال یہی تھا۔
مقدمہ گزر ہی جائے گا۔
مقننہ پر یہ قابض ہیں۔
مک بیتھ بھی سمجھتا تھا۔
مگر تاریخ  بے رحم ہے۔
ملائشیا پیدا نہ ہوا تھا۔
ملک کون چلا رہا ہے؟
من مانی بھی کرتی ہوں۔
منی میں حادثہ کیوں ہوا؟
موجود ہ لوگ جو ہیں۔
موجودہ صورتحال ہی دیکھ لیجیے۔
موسموں نے کیا بدلنا ہے۔
موسیقی بھی ڈھنگ کی ہو۔
موقع بھی آن پہنچا ہے۔
مولانا بہرحال شیخ الاسلام نہیں۔
مولانا کی تشہیر ہونی تھی۔
میخانوں سے شہر بھرا پڑاہے۔
میخانے آباد ہوتے ہیں۔
میدان عمل اصلا سماج ہے۔
میڈیا کا بھی قصور نہیں۔
میرا احساس یہ بھی ہے۔
میرا جواب اثبات میں ہے۔
میرا جواب نفی میں ہے۔
میرا ذاتی دکھ یہی ہے۔
میرا کہنا تو یہی ہے۔
میرا میدان تو تجزیہ ہے۔
میرا وجود سراپا دلیل ہے۔
میرے کاندھوں پہ دھرا ہے۔
میرے لیے ویسی ہو گی۔
میرے نزدیک دونوں توام ہیں۔
میرے نزدیک مسائل دو ہیں۔
میری الجھن بھی یہی ہے۔
میں اس پر سوچتا ہوں۔
میں اسے فطری سمجھتا ہوں۔
میں اگر کچھ کہوں گا۔
میں ایک مذہبی آدمی ہوں۔
میں بھی وہاں موجود تھا۔
میں بھی یہی کہتا ہوں۔
میں پوٹھوارکا رہنے والا ہوں۔
میں کیوں فون کرتا پھروں۔
میں لارنس کالج میں تھا۔
میں نے اتفاق نہیں کیا۔
میں وہیں نماز پڑھتا تھا۔
میں یہ سب پڑھتا ہوں۔
میونسپل نظام مضبوط ہونا چاہیے۔
ن لیگ اب کیا کرے؟
ن لیگ کمزور ہوتی ہے۔
ناامیدی اگر پھیل رہی ہے۔
نااہلوں کو ہم دیکھ چکے۔
ناں ناں ، احتیاط کیجیے۔
نپولین کی مثال بھی ہے۔
نتیجہ الٹا نکل رہا ہے۔
نتیجہ مختلف نہیں ہو سکتا۔
نسیم طالب لبنانی نثراد ہیں۔
نصف صدی کی دوستی تھی۔
نہ اسلام خطرے میں تھا۔
نہ اسلحے کی کمی تھی۔
نہ بد زبان ہوتا ہے۔
نہ پی پی پی میں۔
نہ ٹیلی فون، نہ بجلی۔
نہ سینڈوچ نہ کچھ اور۔
نہ صرف آواز دلکش ہے۔
نہ صرف بارڈر نرم ہوں۔
نہ کسی حدود کی پروا۔
نہ لاہور اور نہ ہی کراچی میں۔
نہ ملک کی عزت کا۔
نہ وہ مزاحمتی جماعت ہے۔
نواز زرداری بھائی بھائی ہیں۔
نواز شریف بری ہوتے ہیں۔
نواز شریف وزیر اعظم تھے۔
نواز شریف یا راحیل شریف؟
نوازشریف ایک سیاست دان ہیں۔
نوکری چھوڑ کے آئے تھے۔
نون لیگ جیت جاتی ہے۔
نون لیگ سے تعلق تھا۔
نون لیگ کامخمصہ کیا ہے؟
نون لیگ کی حیات نو؟
نیب ریفرنسز ہی کافی ہوں۔
نئے کپڑے بھی پہنیں گے۔
نئی سوچ بھی درکار ہے۔
نئی سیاسی قوت کی ضرورت؟
نئی صف بندی ہورہی ہے۔
نئی لغت کہاں سے آئی؟
ہاتھ کنگن کو آرسی کیا؟
ہار گیا تو کیا ہوگا؟
ہجرت بھی ایک راستہ ہے۔
ہدایت آفاقی ہوتی ہے۔
ہر بار یہ گمان ٹوٹا۔
ہر چیز میں ملاوٹ ہے۔
ہر روز فیصلے ہوتے ہیں۔
ہر طرف فکری پراگندگی ہے۔
ہر علم کے مدارج ہیں۔
ہم اپنے پہ توجہ دیں۔
ہم اس کے ناقد ہیں۔
ہم اور کیا چاہتے ہیں۔
ہم ایک ایٹمی قوت ہیں۔
ہم ایک جیسے کیوں ہیں؟
ہم باتوں کے بادشاہ ہیں۔
ہم بھی کیا لوگ ہیں۔
ہم خدا کے بندے ہیں۔
ہم دارالخلافہ آتے ہیں۔
ہم ذرا کم عمر تھے۔
ہم سب یہی چاہتے ہیں۔
ہم کیا منظر دکھاتے تھے۔
ہم کیوں یہ نہیں کرتے؟
ہم میں تو صلاحیت نہیں۔
ہم میں سے نہیں تھے؟
ہم نہ شاعر نہ انقلابی۔
ہم نے برداشت کر لیا۔
ہم نے راکٹ بنا لیے۔
ہم نے کیا بنا دیا؟
ہم نے لیکن کیا کیا؟
ہم نئے افق دیکھیں گے۔
